#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
4198;Turdus murinus;Salvin;1885;Passeriformes;Passeri;;Passerida;;Turdidae;;Turdus;murinus;caraxué-dos-tepuis
1866;Caracara plancus;Miller;1777;Falconiformes;;;;;Falconidae;Caracarinae;Caracara;plancus;carcará
4858;Paroaria coronata;Miller;1776;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;coronata;cardeal
4840;Gubernatrix cristata;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Gubernatrix;cristata;cardeal-amarelo
4862;Paroaria gularis;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;gularis;cardeal-da-amazônia
4863;Paroaria cervicalis;Sclater;1862;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;cervicalis;cardeal-da-bolívia
4860;Paroaria baeri;Hellmayr;1907;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;baeri;cardeal-do-araguaia
4403;Amblyramphus holosericeus;Scopoli;1786;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Amblyramphus;holosericeus;cardeal-do-banhado
4859;Paroaria dominicana;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;dominicana;cardeal-do-nordeste
4861;Paroaria xinguensis;Sick;1950;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;xinguensis;cardeal-do-xingu
812;Fulica leucoptera;Vieillot;1817;Gruiformes;;;;;Rallidae;;Fulica;leucoptera;carqueja-de-bico-amarelo
811;Fulica armillata;Vieillot;1817;Gruiformes;;;;;Rallidae;;Fulica;armillata;carqueja-de-bico-manchado
810;Fulica rufifrons;Philippi & Landbeck;1861;Gruiformes;;;;;Rallidae;;Fulica;rufifrons;carqueja-de-escudo-vermelho
1874;Milvago chimachima;Vieillot;1816;Falconiformes;;;;;Falconidae;Caracarinae;Milvago;chimachima;carrapateiro
4417;Agelasticus atroolivaceus;Wied-Neuwied;1831;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Agelasticus;atroolivaceus;carretão
4420;Agelasticus cyanopus;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Agelasticus;cyanopus;carretão-do-oeste
3080;Pseudoseisura cristata;Spix;1824;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Pseudoseisura;cristata;casaca-de-couro
2913;Furnarius leucopus;Swainson;1838;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Furnarius;leucopus;casaca-de-couro-amarelo
2910;Furnarius figulus;Lichtenstein;1823;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Furnariinae;Furnarius;figulus;casaca-de-couro-da-lama
3081;Pseudoseisura unirufa;d'Orbigny & Lafresnaye;1838;Passeriformes;Tyranni;Furnariides;Furnariida;Furnarioidea;Furnariidae;Synallaxiinae;Pseudoseisura;unirufa;casaca-de-couro-de-crista-cinza
4094;Campylorhynchus turdinus;Wied;1831;Passeriformes;Passeri;;Passerida;;Troglodytidae;;Campylorhynchus;turdinus;catatau
4487;Orthogonys chloricterus;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Mitrospingidae;;Orthogonys;chloricterus;catirumbava
3559;Hemitriccus obsoletus;Miranda-Ribeiro;1906;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;obsoletus;catraca
1914;Myiopsitta monachus;Boddaert;1783;Psittaciformes;;;;;Psittacidae;Arinae;Myiopsitta;monachus;caturrita
1891;Falco rufigularis;Daudin;1800;Falconiformes;;;;;Falconidae;Falconinae;Falco;rufigularis;cauré
4864;Paroaria capitata;d'Orbigny & Lafresnaye;1837;Passeriformes;Passeri;;Passerida;;Thraupidae;Thraupinae;Paroaria;capitata;cavalaria
1965;Amazona rhodocorytha;Salvadori;1890;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;rhodocorytha;chauá
3302;Laniisoma elegans;Thunberg;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Schiffornithinae;Laniisoma;elegans;chibante
3649;Elaenia chiriquensis;Lawrence;1865;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Elaenia;chiriquensis;chibum
575;Heliactin bilophus;Temminck;1820;Apodiformes;;;;;Trochilidae;Polytminae;Heliactin;bilophus;chifre-de-ouro
1877;Milvago chimango;Vieillot;1816;Falconiformes;;;;;Falconidae;Caracarinae;Milvago;chimango;chimango
342;Piaya melanogaster;Vieillot;1817;Cuculiformes;;;;;Cuculidae;Cuculinae;Piaya;melanogaster;chincoã-de-bico-vermelho
330;Coccycua minuta;Vieillot;1817;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccycua;minuta;chincoã-pequeno
4134;Ramphocaenus melanurus;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Polioptilidae;;Ramphocaenus;melanurus;chirito
4129;Microbates collaris;Pelzeln;1868;Passeriformes;Passeri;;Passerida;;Polioptilidae;;Microbates;collaris;chirito-de-coleira
4140;Ramphocaenus sticturus;Hellmayr;1902;Passeriformes;Passeri;;Passerida;;Polioptilidae;;Ramphocaenus;sticturus;chirito-do-bambu
2279;Thamnophilus doliatus;Linnaeus;1764;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;doliatus;choca-barrada
2285;Thamnophilus capistratus;Lesson;1840;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;capistratus;choca-barrada-do-nordeste
2309;Thamnophilus punctatus;Shaw;1809;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;punctatus;choca-bate-cabo
2334;Thamnophilus amazonicus;Sclater;1858;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;amazonicus;choca-canela
2100;Pygiptila stellaris;Spix;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Myrmornithinae;Pygiptila;stellaris;choca-cantadora
2277;Sakesphorus luctuosus;Lichtenstein;1823;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Sakesphorus;luctuosus;choca-d'água
2313;Thamnophilus sticturus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;sticturus;choca-da-bolívia
2316;Thamnophilus caerulescens;Vieillot;1816;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;caerulescens;choca-da-mata
2288;Thamnophilus torquatus;Swainson;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;torquatus;choca-de-asa-vermelha
2333;Thamnophilus melanothorax;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;melanothorax;choca-de-cauda-pintada
2286;Thamnophilus ruficapillus;Vieillot;1816;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;ruficapillus;choca-de-chapéu-vermelho
2274;Sakesphorus canadensis;Linnaeus;1766;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Sakesphorus;canadensis;choca-de-crista-preta
2118;Clytoctantes atrogularis;Lanyon, Stotz & Willard;1991;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Clytoctantes;atrogularis;choca-de-garganta-preta
2311;Thamnophilus stictocephalus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;stictocephalus;choca-de-natterer
2293;Thamnophilus schistaceus;d'Orbigny;1835;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;schistaceus;choca-de-olho-vermelho
2340;Thamnophilus insignis;Salvin & Godman;1884;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;insignis;choca-de-roraima
2315;Thamnophilus ambiguus;Swainson;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;ambiguus;choca-de-sooretama
2342;Thamnophilus divisorius;Whitney, Oren & Brumfield;2004;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;divisorius;choca-do-acre
2347;Cymbilaimus sanctaemariae;Gyldenstolpe;1941;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cymbilaimus;sanctaemariae;choca-do-bambu
2245;Sakesphoroides cristatus;Wied;1831;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Sakesphoroides;cristatus;choca-do-nordeste
2314;Thamnophilus pelzelni;Hellmayr;1924;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;pelzelni;choca-do-planalto
2324;Thamnophilus aethiops;Sclater;1858;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;aethiops;choca-lisa
2289;Thamnophilus palliatus;Lichtenstein;1823;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;palliatus;choca-listrada
2298;Thamnophilus murinus;Sclater & Salvin;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;murinus;choca-murina
2243;Megastictus margaritatus;Sclater;1855;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Megastictus;margaritatus;choca-pintada
2116;Neoctantes niger;Pelzeln;1859;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Neoctantes;niger;choca-preta
2303;Thamnophilus nigrocinereus;Sclater;1855;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;nigrocinereus;choca-preta-e-cinza
2302;Thamnophilus cryptoleucus;Ménégaux & Hellmayr;1906;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Thamnophilus;cryptoleucus;choca-selada
2356;Hypoedaleus guttatus;Vieillot;1816;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Hypoedaleus;guttatus;chocão-carijó
2500;Drymophila malura;Temminck;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Drymophila;malura;choquinha-carijó
2254;Dysithamnus plumbeus;Wied;1831;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Dysithamnus;plumbeus;choquinha-chumbo
2179;Myrmotherula unicolor;Ménétries;1835;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;unicolor;choquinha-cinzenta
2498;Drymophila genei;Filippi;1847;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Drymophila;genei;choquinha-da-serra
2190;Myrmotherula assimilis;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;assimilis;choquinha-da-várzea
2180;Myrmotherula snowi;Teixeira & Gonzaga;1985;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;snowi;choquinha-de-alagoas
2168;Myrmotherula longipennis;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;longipennis;choquinha-de-asa-comprida
2253;Dysithamnus xanthopterus;Burmeister;1856;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Dysithamnus;xanthopterus;choquinha-de-asa-ferrugem
2181;Myrmotherula behni;Berlepsch & Leverkühn;1890;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;behni;choquinha-de-asa-lisa
2120;Epinecrophylla gutturalis;Sclater & Salvin;1881;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;gutturalis;choquinha-de-barriga-parda
2219;Isleria guttata;Vieillot;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Isleria;guttata;choquinha-de-barriga-ruiva
2153;Myrmotherula obscura;Zimmer;1932;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;obscura;choquinha-de-bico-curto
2133;Epinecrophylla erythrura;Sclater;1890;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;erythrura;choquinha-de-cauda-ruiva
2154;Myrmotherula ambigua;Zimmer;1932;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;ambigua;choquinha-de-coroa-listrada
2499;Drymophila ochropyga;Hellmayr;1906;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Drymophila;ochropyga;choquinha-de-dorso-vermelho
2160;Myrmotherula axillaris;Vieillot;1817;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;axillaris;choquinha-de-flanco-branco
2155;Myrmotherula sclateri;Snethlage;1912;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;sclateri;choquinha-de-garganta-amarela
2125;Epinecrophylla haematonota;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;haematonota;choquinha-de-garganta-carijó
2184;Myrmotherula menetriesii;d'Orbigny;1837;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;menetriesii;choquinha-de-garganta-cinza
2214;Isleria hauxwelli;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Isleria;hauxwelli;choquinha-de-garganta-clara
2241;Rhopias gularis;Spix;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Rhopias;gularis;choquinha-de-garganta-pintada
2175;Myrmotherula iheringi;Snethlage;1914;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;iheringi;choquinha-de-ihering
2121;Epinecrophylla leucophthalma;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;leucophthalma;choquinha-de-olho-branco
2247;Dysithamnus stictothorax;Temminck;1823;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Dysithamnus;stictothorax;choquinha-de-peito-pintado
2158;Myrmotherula cherriei;Berlepsch & Hartert;1902;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;cherriei;choquinha-de-peito-riscado
2174;Myrmotherula urosticta;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;urosticta;choquinha-de-rabo-cintado
2176;Myrmotherula oreni;Miranda, Aleixo, Whitney, Silveira, Guilherme, Santos & Schneider;2013;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;oreni;choquinha-do-bambu
2127;Epinecrophylla amazonica;Ihering;1905;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;amazonica;choquinha-do-madeira
2165;Myrmotherula sunensis;Chapman;1925;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;sunensis;choquinha-do-oeste
2177;Myrmotherula heteroptera;Todd;1927;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;heteroptera;choquinha-do-purus
2126;Epinecrophylla pyrrhonota;Sclater & Salvin;1873;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;pyrrhonota;choquinha-do-rio-negro
2128;Epinecrophylla dentei;Whitney, Isler, Bravo, Aristizábal, Schunck, Silveira & Piacentini;2013;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;dentei;choquinha-do-rio-roosevelt
2159;Myrmotherula klagesi;Todd;1927;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;klagesi;choquinha-do-tapajós
2497;Drymophila rubricollis;Bertoni;1901;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Drymophila;rubricollis;choquinha-dublê
2156;Myrmotherula surinamensis;Gmelin;1788;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;surinamensis;choquinha-estriada
2157;Myrmotherula multostriata;Sclater;1858;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;multostriata;choquinha-estriada-da-amazônia
2178;Myrmotherula fluminensis;Gonzaga;1988;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;fluminensis;choquinha-fluminense
2248;Dysithamnus mentalis;Temminck;1823;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Dysithamnus;mentalis;choquinha-lisa
2504;Drymophila devillei;Ménégaux & Hellmayr;1906;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Drymophila;devillei;choquinha-listrada
2152;Myrmotherula brachyura;Hermann;1783;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;brachyura;choquinha-miúda
2129;Epinecrophylla ornata;Sclater;1853;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Epinecrophylla;ornata;choquinha-ornada
2167;Myrmotherula minor;Salvadori;1864;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmotherula;minor;choquinha-pequena
1575;Monasa atra;Boddaert;1783;Galbuliformes;;;;;Bucconidae;Bucconinae;Monasa;atra;chora-chuva-de-asa-branca
1582;Monasa flavirostris;Strickland;1850;Galbuliformes;;;;;Bucconidae;Bucconinae;Monasa;flavirostris;chora-chuva-de-bico-amarelo
1576;Monasa morphoeus;Hahn & Küster;1823;Galbuliformes;;;;;Bucconidae;Bucconinae;Monasa;morphoeus;chora-chuva-de-cara-branca
1580;Monasa nigrifrons;Spix;1824;Galbuliformes;;;;;Bucconidae;Bucconinae;Monasa;nigrifrons;chora-chuva-preto
4748;Sporophila leucoptera;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;leucoptera;chorão
2349;Taraba major;Vieillot;1816;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Taraba;major;choró-boi
3300;Laniocera hypopyrra;Vieillot;1817;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Tityridae;Schiffornithinae;Laniocera;hypopyrra;chorona-cinza
2472;Cercomacra brasiliana;Hellmayr;1905;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;brasiliana;chororó-cinzento
2479;Cercomacra ferdinandi;Snethlage;1928;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;ferdinandi;chororó-de-goiás
2471;Cercomacra manu;Fitzpatrick & Willard;1990;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;manu;chororó-de-manu
2486;Cercomacroides laeta;Todd;1920;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacroides;laeta;chororó-didi
2478;Cercomacra melanaria;Ménétries;1835;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;melanaria;chororó-do-pantanal
2480;Cercomacra carbonaria;Sclater & Salvin;1873;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;carbonaria;chororó-do-rio-branco
2490;Cercomacroides tyrannina;Sclater;1855;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacroides;tyrannina;chororó-escuro
2482;Cercomacroides nigrescens;Cabanis & Heine;1859;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacroides;nigrescens;chororó-negro
2485;Cercomacroides fuscicauda;Zimmer;1931;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacroides;fuscicauda;chororó-negro-do-acre
2473;Cercomacra cinerascens;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacra;cinerascens;chororó-pocuá
2493;Cercomacroides serva;Sclater;1858;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cercomacroides;serva;chororó-preto
2372;Radinopsyche sellowi;Whitney & Pacheco;2000;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Radinopsyche;sellowi;chorozinho-da-caatinga
2264;Herpsilochmus rufimarginatus;Temminck;1822;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;rufimarginatus;chorozinho-de-asa-vermelha
2262;Herpsilochmus frater;Sclater & Salvin;1880;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;frater;chorozinho-de-asa-vermelha-do-norte
2260;Herpsilochmus longirostris;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;longirostris;chorozinho-de-bico-comprido
2272;Herpsilochmus pileatus;Lichtenstein;1823;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;pileatus;chorozinho-de-boné
2267;Herpsilochmus stictocephalus;Todd;1927;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;stictocephalus;chorozinho-de-cabeça-pintada
2261;Herpsilochmus sticturus;Salvin;1885;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;sticturus;chorozinho-de-cauda-pintada
2271;Herpsilochmus atricapillus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;atricapillus;chorozinho-de-chapéu-preto
2268;Herpsilochmus dorsimaculatus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;dorsimaculatus;chorozinho-de-costas-manchadas
2256;Herpsilochmus pectoralis;Sclater;1857;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;pectoralis;chorozinho-de-papo-preto
2257;Herpsilochmus roraimae;Hellmayr;1903;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;roraimae;chorozinho-de-roraima
2270;Herpsilochmus stotzi;Whitney, Cohn-Haft, Bravo, Schunck & Silveira;2013;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Herpsilochmus;stotzi;chorozinho-do-aripuanã
