539	3084	3
539	3104	1
539	3119	1
539	3171	1
539	3471	2
539	3585	1
539	3729	1
539	4195	2
539	4224	3
539	4243	2
539	4465	3
539	5055	1
539	5117	2
539	5443	3
539	5914	4
539	5923	2
539	10604	11
539	10802	12
539	10900	3
539	10921	33
539	10971	6
539	10995	4
539	11002	4
539	11012	2
539	11028	1
539	11165	3
539	11299	2
539	11603	1
539	11604	1
539	11642	7
539	11990	2
539	12413	1
539	13130	3
539	13175	1
539	13450	1
539	13549	2
539	13553	2
539	14020	1
539	14125	14
539	14179	5
539	16656	1
539	16692	3
539	16695	5
539	17353	2
539	17448	2
539	17495	1
539	17579	1
539	17825	6
539	17826	4
539	17827	2
539	18194	2
539	18475	6
539	18906	8
539	18927	2
539	19181	3
539	19234	10
539	19559	11
539	19574	1
539	19589	1
539	19590	1
539	19599	1
539	19619	7
539	19638	1
539	19642	1
539	19645	7
539	19651	1
539	19805	21
539	20064	2
539	20105	2
539	20262	1
539	20453	2
539	20545	3
539	21131	1
539	21763	1
539	22119	3
539	22120	7
539	22468	6
539	23393	1
539	24173	4
539	24572	2
539	25392	3
539	25435	1
539	25478	3
539	25587	2
539	25785	3
539	26887	3
539	26891	1
539	27082	1
539	27329	47
539	27349	3
539	27465	1
539	29608	5
539	29785	5
539	29790	4
539	29798	1
539	29803	5
539	29843	3
539	30472	1
539	30554	126
539	30562	3
539	30569	22
539	30585	1
539	30640	3
539	30649	9
539	30650	50
539	30654	51
539	30675	1
539	30709	2
539	30729	3
539	30756	3
539	30786	1
539	30812	7
539	30835	2
539	30862	1
539	30864	1
539	30867	12
539	30890	3
539	30899	1
539	30938	47
539	31078	2
539	31079	1
539	31080	2
539	31082	1
539	31086	1
539	31101	2
539	31102	2
539	31111	1
539	31116	1
539	31119	5
539	31170	2
539	31174	3
539	31201	1
539	31221	1
539	31267	4
539	31274	1
539	31277	1
539	31280	144
539	31324	12
539	31331	4
539	31357	1
539	31371	1
539	31376	2
539	31399	30
539	31400	3
539	31412	1
539	31450	6
539	31502	1
539	31527	8
539	31532	11
539	31535	2
539	31536	1
539	31550	1
539	31551	6
539	31562	1
539	31651	1
539	31661	7
539	31673	1
539	31677	2
539	31684	1
539	31688	1
539	31701	12
539	31704	3
539	31708	9
539	31715	11
539	31716	4
539	31722	1
539	31727	2
539	31733	1
539	31736	7
539	31743	1
539	31745	2
539	31757	3
539	31758	3
539	31772	37
539	31777	14
539	31781	4
539	31782	2
539	31784	6
539	31791	6
539	31795	1
539	31797	3
539	31802	49
539	31805	1
539	31808	2
539	31814	2
539	31816	2
539	31822	7
539	31829	27
539	31834	1
539	31846	1
539	31850	16
539	31855	1
539	31856	1
539	31858	2
539	31870	1
539	31871	1
539	31881	28
539	31887	4
539	31888	24
539	32136	2
539	32141	2
539	32160	3
539	32163	5
539	32170	16
539	32171	7
539	32174	1
539	32200	1
539	32210	1
539	32271	2
539	32293	1
539	32313	2
539	32322	1
539	32386	3
539	33187	1
539	33196	6
539	33207	1
539	33209	1
539	33210	1
539	33689	2
539	33919	2
539	34029	2
539	34030	20
539	34033	2
539	34036	6
539	34058	3
539	34078	2
539	34156	1
539	34163	6
539	34181	1
539	34184	1
539	34194	2
539	34250	1
539	34283	1
539	34463	2
539	34501	1
539	34569	4
539	34865	1
539	34900	1
539	35045	3
539	35253	3
